,Date,Region,Class,Commodity,Unit,Number of Stores,Weighted Avg Price,Low Price,High Price
205,1/18/2019,SOUTHWEST U.S.,FRUITS,KIWIFRUIT,1 lb bag,9,2.99,2.99,2.99
204,1/18/2019,SOUTHWEST U.S.,FRUITS,KIWIFRUIT,each,175,0.25,0.16,0.33
203,1/18/2019,SOUTHWEST U.S.,FRUITS,GRAPES,per pound,294,2.48,1.89,3.49
202,1/18/2019,SOUTHWEST U.S.,FRUITS,GRAPES,per pound,925,1.65,0.79,3.49
201,1/18/2019,SOUTHWEST U.S.,FRUITS,GRAPES,per pound,146,2.98,2.98,2.98
200,1/18/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,each,17,1.29,1.29,1.29
199,1/18/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,per pound,92,0.77,0.33,1.49
198,1/18/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,each,444,0.94,0.49,1.5
197,1/18/2019,SOUTHWEST U.S.,FRUITS,CLEMENTINES,5 lb package,317,3.99,3.99,3.99
184,1/18/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,each,6,1.5,1.5,1.5
196,1/18/2019,SOUTHWEST U.S.,FRUITS,CLEMENTINES,3 lb bag,263,3.78,2.99,3.99
194,1/18/2019,SOUTHWEST U.S.,FRUITS,CANTALOUPS,per pound,108,0.6,0.39,0.79
193,1/18/2019,SOUTHWEST U.S.,FRUITS,CANTALOUPS,each,9,3.99,3.99,3.99
192,1/18/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,6 oz package,474,2.92,2.5,4.49
191,1/18/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,6 oz package,"1,283",3.12,0.99,4.99
190,1/18/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,18 oz package,"1,049",3.92,2.67,5.0
189,1/18/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,1 pint package,113,3.97,3.97,3.97
188,1/18/2019,SOUTHWEST U.S.,FRUITS,BLACKBERRIES,5.6 - 6 oz package,13,3.0,3.0,3.0
187,1/18/2019,SOUTHWEST U.S.,FRUITS,BLACKBERRIES,5.6 - 6 oz package,"1,593",2.93,0.79,4.99
186,1/18/2019,SOUTHWEST U.S.,FRUITS,BANANAS,per pound,6,0.69,0.69,0.69
195,1/18/2019,SOUTHWEST U.S.,FRUITS,CHERRIES,per pound,"1,059",4.52,3.98,5.99
272,1/18/2019,SOUTHWEST U.S.,VEGETABLES,TOMATILLOS,per pound,149,0.77,0.5,0.99
170,1/18/2019,SOUTHWEST U.S.,FRUITS,APPLES,3 lb bag,48,3.72,2.99,3.99
270,1/18/2019,SOUTHWEST U.S.,VEGETABLES,SWISS CHARD,per bunch,8,1.99,1.99,1.99
214,1/18/2019,SOUTHWEST U.S.,VEGETABLES,CHINESE CABBAGE,per pound,36,0.69,0.69,0.69
215,1/18/2019,SOUTHWEST U.S.,VEGETABLES,CORN-SWEET,each,289,0.39,0.33,0.79
216,1/18/2019,SOUTHWEST U.S.,VEGETABLES,CUCUMBERS,each,"1,063",0.95,0.33,1.5
217,1/18/2019,SOUTHWEST U.S.,VEGETABLES,CUCUMBERS,per pound,5,0.99,0.99,0.99
218,1/18/2019,SOUTHWEST U.S.,VEGETABLES,CUCUMBERS,each,4,0.99,0.99,0.99
219,1/18/2019,SOUTHWEST U.S.,VEGETABLES,EGGPLANT,each,232,1.29,0.88,1.5
220,1/18/2019,SOUTHWEST U.S.,VEGETABLES,EGGPLANT,per pound,67,0.57,0.49,0.79
221,1/18/2019,SOUTHWEST U.S.,VEGETABLES,GARLIC,per sleeve,77,1.23,0.79,1.49
222,1/18/2019,SOUTHWEST U.S.,VEGETABLES,KALE GREENS,per bunch,21,0.44,0.33,0.5
169,1/18/2019,SOUTHWEST U.S.,FRUITS,APPLES,2 lb bag,298,3.5,2.98,3.99
224,1/18/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, BOSTON",each,8,2.5,2.5,2.5
225,1/18/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, GREEN LEAF",each,72,1.12,0.88,1.99
226,1/18/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, ICEBERG",each,108,0.79,0.5,1.69
227,1/18/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, RED LEAF",each,62,0.98,0.88,0.99
228,1/18/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, ROMAINE",each,67,1.09,0.69,1.99
229,1/18/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, ROMAINE",3 count package,317,2.0,2.0,2.0
230,1/18/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, ROMAINE",each,9,1.99,1.99,1.99
231,1/18/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, ROMAINE",3 count package,55,1.52,1.5,1.69
232,1/18/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, ROMAINE",3 count package,469,2.0,1.98,2.5
213,1/18/2019,SOUTHWEST U.S.,VEGETABLES,CHAYOTE,per pound,81,0.4,0.33,0.49
212,1/18/2019,SOUTHWEST U.S.,VEGETABLES,CHAYOTE,each,140,0.37,0.25,0.5
211,1/18/2019,SOUTHWEST U.S.,VEGETABLES,CELERY,each,22,1.01,0.5,1.89
210,1/18/2019,SOUTHWEST U.S.,VEGETABLES,CAULIFLOWER,per pound,294,1.3,0.97,1.49
190,1/18/2019,SOUTHWEST U.S.,VEGETABLES,ARTICHOKES,each,181,2.01,1.99,3.99
191,1/18/2019,SOUTHWEST U.S.,VEGETABLES,ASPARAGUS,per pound,412,3.07,2.47,3.99
192,1/18/2019,SOUTHWEST U.S.,VEGETABLES,BEANS,per pound,849,1.34,0.69,1.89
193,1/18/2019,SOUTHWEST U.S.,VEGETABLES,BEETS,per bunch,6,0.99,0.99,0.99
194,1/18/2019,SOUTHWEST U.S.,VEGETABLES,BEETS,per pound,42,0.59,0.5,0.99
271,1/18/2019,SOUTHWEST U.S.,VEGETABLES,SWISS CHARD,per bunch,11,2.5,2.5,2.5
196,1/18/2019,SOUTHWEST U.S.,VEGETABLES,BOK CHOY,per pound,6,0.33,0.33,0.33
197,1/18/2019,SOUTHWEST U.S.,VEGETABLES,BROCCOLI,per pound,7,0.69,0.69,0.69
198,1/18/2019,SOUTHWEST U.S.,VEGETABLES,BROCCOLI,per pound,340,1.47,0.97,1.99
233,1/18/2019,SOUTHWEST U.S.,VEGETABLES,MUSHROOMS,8 oz package,279,2.1,0.99,2.5
199,1/18/2019,SOUTHWEST U.S.,VEGETABLES,BROCCOLI,per bunch,9,2.99,2.99,2.99
201,1/18/2019,SOUTHWEST U.S.,VEGETABLES,BRUSSELS SPROUTS,per pound,8,1.79,1.79,1.79
202,1/18/2019,SOUTHWEST U.S.,VEGETABLES,CABBAGE,per pound,152,1.99,1.99,1.99
203,1/18/2019,SOUTHWEST U.S.,VEGETABLES,CABBAGE,per pound,152,1.99,1.99,1.99
204,1/18/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,1 lb bag,134,0.42,0.33,0.5
205,1/18/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,per pound,122,0.36,0.33,0.79
206,1/18/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,1 lb bag,725,1.24,0.88,1.38
207,1/18/2019,SOUTHWEST U.S.,VEGETABLES,CAULIFLOWER,each,19,1.62,1.49,1.99
208,1/18/2019,SOUTHWEST U.S.,VEGETABLES,CAULIFLOWER,per pound,526,1.35,0.98,1.49
209,1/18/2019,SOUTHWEST U.S.,VEGETABLES,CAULIFLOWER,each,13,2.99,2.99,2.99
200,1/18/2019,SOUTHWEST U.S.,VEGETABLES,BROCCOLI,per pound,518,1.52,1.47,2.39
234,1/18/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",each,105,0.38,0.33,0.89
195,1/18/2019,SOUTHWEST U.S.,VEGETABLES,BEETS,per bunch,11,2.5,2.5,2.5
236,1/18/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",each,11,0.99,0.99,0.99
256,1/18/2019,SOUTHWEST U.S.,VEGETABLES,SPINACH,8 oz package,10,1.19,1.19,1.19
257,1/18/2019,SOUTHWEST U.S.,VEGETABLES,SPINACH,5 - 6 oz package,122,3.07,3.0,3.99
258,1/18/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,152,0.99,0.99,0.99
259,1/18/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,171,1.49,1.49,1.49
260,1/18/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,158,0.97,0.5,0.99
261,1/18/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,171,1.49,1.49,1.49
255,1/18/2019,SOUTHWEST U.S.,VEGETABLES,SPINACH,10 oz package,8,0.99,0.99,0.99
262,1/18/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,69,0.56,0.49,0.79
265,1/18/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,267,1.1,0.99,1.29
266,1/18/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,152,1.79,1.79,1.79
267,1/18/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,360,1.01,0.49,1.69
268,1/18/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,152,1.79,1.79,1.79
269,1/18/2019,SOUTHWEST U.S.,VEGETABLES,SWEET POTATOES,per pound,323,0.75,0.33,0.99
235,1/18/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",per pound,25,1.35,0.99,1.79
263,1/18/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,152,0.99,0.99,0.99
254,1/18/2019,SOUTHWEST U.S.,VEGETABLES,SPINACH,per bunch,57,1.01,0.99,1.19
264,1/18/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,171,1.49,1.49,1.49
252,1/18/2019,SOUTHWEST U.S.,VEGETABLES,SALAD,10 - 12 oz package,15,5.99,5.99,5.99
240,1/18/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",per pound,103,2.99,2.99,2.99
243,1/18/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, OTHER",per pound,18,0.99,0.99,0.99
244,1/18/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, OTHER",1 lb package,36,1.99,1.99,1.99
239,1/18/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",each,536,0.9,0.33,2.0
238,1/18/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",per pound,103,2.99,2.99,2.99
237,1/18/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",each,15,2.0,2.0,2.0
253,1/18/2019,SOUTHWEST U.S.,VEGETABLES,SALAD,5 - 9 oz package,"1,347",3.74,2.5,5.0
242,1/18/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",per pound,103,2.99,2.99,2.99
241,1/18/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",each,15,2.0,2.0,2.0
245,1/18/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, OTHER",1 lb package,42,3.99,3.99,3.99
246,1/18/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, OTHER",per pound,10,0.89,0.89,0.89
247,1/18/2019,SOUTHWEST U.S.,VEGETABLES,RADISHES,per bunch,122,0.4,0.33,0.5
248,1/18/2019,SOUTHWEST U.S.,VEGETABLES,SALAD,1 lb bag,264,3.99,3.99,3.99
249,1/18/2019,SOUTHWEST U.S.,VEGETABLES,SALAD,10 - 12 oz package,110,2.41,1.67,2.5
250,1/18/2019,SOUTHWEST U.S.,VEGETABLES,SALAD,5 - 9 oz package,223,2.71,1.67,3.0
251,1/18/2019,SOUTHWEST U.S.,VEGETABLES,SALAD,1 lb bag,30,4.99,4.99,5.0
310,1/25/2019,SOUTHWEST U.S.,FRUITS,ORANGES,per pound,"1,055",0.89,0.2,1.49
312,1/25/2019,SOUTHWEST U.S.,FRUITS,ORANGES,per pound,33,1.53,1.29,1.69
308,1/25/2019,SOUTHWEST U.S.,FRUITS,ORANGES,4 lb bag,458,2.76,2.5,4.99
307,1/25/2019,SOUTHWEST U.S.,FRUITS,ORANGES,3 lb bag,35,1.99,1.99,1.99
306,1/25/2019,SOUTHWEST U.S.,FRUITS,NECTARINES,per pound,703,2.81,0.99,3.99
311,1/25/2019,SOUTHWEST U.S.,FRUITS,ORANGES,4 lb bag,317,4.99,4.99,4.99
309,1/25/2019,SOUTHWEST U.S.,FRUITS,ORANGES,each,77,0.45,0.33,0.5
304,1/25/2019,SOUTHWEST U.S.,FRUITS,MANGOES,each,175,1.51,1.5,1.99
313,1/25/2019,SOUTHWEST U.S.,FRUITS,ORANGES,4 lb bag,11,3.29,3.29,3.29
303,1/25/2019,SOUTHWEST U.S.,FRUITS,MANGOES,each,817,1.06,0.5,1.99
302,1/25/2019,SOUTHWEST U.S.,FRUITS,LIMES,per pound,159,0.64,0.5,0.89
301,1/25/2019,SOUTHWEST U.S.,FRUITS,LIMES,each,19,0.4,0.34,0.5
300,1/25/2019,SOUTHWEST U.S.,FRUITS,LEMONS,each,73,0.64,0.5,0.99
299,1/25/2019,SOUTHWEST U.S.,FRUITS,LEMONS,2 lb bag,13,2.99,2.99,2.99
298,1/25/2019,SOUTHWEST U.S.,FRUITS,LEMONS,per pound,72,0.83,0.5,0.99
297,1/25/2019,SOUTHWEST U.S.,FRUITS,LEMONS,each,12,0.2,0.2,0.2
296,1/25/2019,SOUTHWEST U.S.,FRUITS,KIWIFRUIT,each,11,0.99,0.99,0.99
295,1/25/2019,SOUTHWEST U.S.,FRUITS,KIWIFRUIT,1 lb bag,9,2.99,2.99,2.99
294,1/25/2019,SOUTHWEST U.S.,FRUITS,KIWIFRUIT,each,163,0.3,0.2,0.33
305,1/25/2019,SOUTHWEST U.S.,FRUITS,NECTARINES,per pound,257,1.99,1.99,1.99
314,1/25/2019,SOUTHWEST U.S.,FRUITS,ORANGES,per pound,27,0.86,0.79,0.99
322,1/25/2019,SOUTHWEST U.S.,FRUITS,PEARS,per pound,277,1.24,0.5,1.49
316,1/25/2019,SOUTHWEST U.S.,FRUITS,PAPAYA,per pound,7,0.59,0.59,0.59
337,1/25/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,3 lb bag,193,3.8,1.99,3.99
336,1/25/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,2 lb bag,8,3.99,3.99,3.99
335,1/25/2019,SOUTHWEST U.S.,FRUITS,TANGELOS,per pound,35,1.48,1.29,1.69
334,1/25/2019,SOUTHWEST U.S.,FRUITS,STRAWBERRIES,1 lb package,8,5.99,5.99,5.99
333,1/25/2019,SOUTHWEST U.S.,FRUITS,STRAWBERRIES,2 lb package,260,5.88,5.88,5.88
332,1/25/2019,SOUTHWEST U.S.,FRUITS,STRAWBERRIES,1 lb package,"1,943",3.1,1.88,3.99
330,1/25/2019,SOUTHWEST U.S.,FRUITS,RASPBERRIES,6 oz package,96,2.5,2.5,2.5
329,1/25/2019,SOUTHWEST U.S.,FRUITS,PRUNES,per pound,7,2.79,2.79,2.79
328,1/25/2019,SOUTHWEST U.S.,FRUITS,POMEGRANATES,each,9,2.99,2.99,2.99
315,1/25/2019,SOUTHWEST U.S.,FRUITS,PAPAYA,per pound,10,0.87,0.79,0.99
327,1/25/2019,SOUTHWEST U.S.,FRUITS,PLUMS,per pound,8,2.99,2.99,2.99
293,1/25/2019,SOUTHWEST U.S.,FRUITS,GRAPES,per pound,"1,202",2.94,1.89,3.99
325,1/25/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,per pound,278,0.54,0.33,0.79
324,1/25/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,each,214,2.32,0.33,2.99
323,1/25/2019,SOUTHWEST U.S.,FRUITS,PEARS,per pound,155,1.53,1.5,1.99
321,1/25/2019,SOUTHWEST U.S.,FRUITS,PEARS,per pound,154,1.53,1.5,1.99
320,1/25/2019,SOUTHWEST U.S.,FRUITS,PEARS,per pound,351,1.07,0.33,1.89
319,1/25/2019,SOUTHWEST U.S.,FRUITS,PEARS,per pound,146,1.5,1.5,1.5
318,1/25/2019,SOUTHWEST U.S.,FRUITS,PEARS,per pound,24,1.26,0.5,1.89
317,1/25/2019,SOUTHWEST U.S.,FRUITS,PEACHES,per pound,533,3.09,1.39,3.99
326,1/25/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,each,5,2.99,2.99,2.99
292,1/25/2019,SOUTHWEST U.S.,FRUITS,GRAPES,per pound,"1,354",2.8,0.85,3.99
275,1/25/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,1 pint package,350,3.49,3.49,3.49
290,1/25/2019,SOUTHWEST U.S.,FRUITS,GRAPES,per pound,225,1.99,1.99,1.99
264,1/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,3 lb bag,264,2.99,2.99,2.99
263,1/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,26,2.99,2.99,2.99
262,1/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,2 lb bag,694,3.25,2.99,3.99
261,1/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,220,0.94,0.49,1.99
260,1/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,53,1.79,1.79,1.79
259,1/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,14,0.33,0.33,0.33
258,1/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,17,2.49,2.49,2.49
257,1/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,23,2.51,1.99,3.49
256,1/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,2 lb bag,694,3.25,2.99,3.99
255,1/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,10,0.79,0.79,0.79
254,1/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,8,1.99,1.99,1.99
253,1/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,431,2.09,1.49,2.49
252,1/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,3 lb bag,13,2.99,2.99,2.99
251,1/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,2 lb bag,542,3.18,2.99,3.99
250,1/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,703,1.38,0.5,1.49
249,1/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,16,1.99,1.99,1.99
248,1/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,2 lb bag,542,3.18,2.99,3.99
247,1/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,401,1.19,0.33,1.99
246,1/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,19,0.33,0.33,0.33
265,1/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,77,0.74,0.5,0.79
266,1/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,179,1.51,1.49,1.99
267,1/25/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",64 oz (1/2 gallon),"1,061",1.25,0.88,2.59
268,1/25/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",64 oz (1/2 gallon),16,2.5,2.5,2.5
289,1/25/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,per pound,53,0.99,0.99,0.99
288,1/25/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,each,46,0.99,0.99,0.99
287,1/25/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,per pound,115,1.17,0.33,1.49
286,1/25/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,each,32,0.32,0.25,0.33
285,1/25/2019,SOUTHWEST U.S.,FRUITS,CLEMENTINES,2 lb bag,152,4.99,4.99,4.99
284,1/25/2019,SOUTHWEST U.S.,FRUITS,CLEMENTINES,5 lb package,152,4.99,4.99,4.99
283,1/25/2019,SOUTHWEST U.S.,FRUITS,CLEMENTINES,3 lb bag,122,4.42,3.99,5.99
282,1/25/2019,SOUTHWEST U.S.,FRUITS,CLEMENTINES,2 lb bag,20,1.99,1.99,1.99
281,1/25/2019,SOUTHWEST U.S.,FRUITS,CHERRIES,per pound,"1,218",4.15,3.99,4.99
291,1/25/2019,SOUTHWEST U.S.,FRUITS,GRAPES,per pound,146,1.98,1.98,1.98
280,1/25/2019,SOUTHWEST U.S.,FRUITS,CANTALOUPS,per pound,90,0.6,0.33,1.19
278,1/25/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,6 oz package,111,2.62,2.5,3.99
277,1/25/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,6 oz package,"1,050",2.36,0.88,3.99
276,1/25/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,18 oz package,503,4.68,2.99,5.88
274,1/25/2019,SOUTHWEST U.S.,FRUITS,BLACKBERRIES,5.6 - 6 oz package,17,3.99,3.99,3.99
273,1/25/2019,SOUTHWEST U.S.,FRUITS,BLACKBERRIES,5.6 - 6 oz package,706,2.04,0.98,3.0
272,1/25/2019,SOUTHWEST U.S.,FRUITS,BANANAS,per pound,19,0.73,0.5,0.99
271,1/25/2019,SOUTHWEST U.S.,FRUITS,BANANAS,per pound,588,0.39,0.33,0.69
270,1/25/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,each,324,2.69,0.79,2.99
269,1/25/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,each,"2,231",1.22,0.25,2.5
279,1/25/2019,SOUTHWEST U.S.,FRUITS,CANTALOUPS,each,23,0.69,0.69,0.69
331,1/25/2019,SOUTHWEST U.S.,FRUITS,SATSUMA,per pound,13,0.99,0.99,0.99
307,1/25/2019,SOUTHWEST U.S.,VEGETABLES,CHAYOTE,each,182,0.32,0.25,0.5
366,1/25/2019,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, PLUM TYPE",per pound,653,0.9,0.49,1.49
304,1/25/2019,SOUTHWEST U.S.,VEGETABLES,CAULIFLOWER,each,12,2.99,2.99,2.99
305,1/25/2019,SOUTHWEST U.S.,VEGETABLES,CAULIFLOWER,per pound,42,1.49,1.49,1.49
306,1/25/2019,SOUTHWEST U.S.,VEGETABLES,CELERY,each,16,0.99,0.99,0.99
338,1/25/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,per pound,225,1.47,0.33,2.99
308,1/25/2019,SOUTHWEST U.S.,VEGETABLES,CHAYOTE,per pound,5,0.5,0.5,0.5
309,1/25/2019,SOUTHWEST U.S.,VEGETABLES,CHINESE CABBAGE,per pound,5,0.5,0.5,0.5
310,1/25/2019,SOUTHWEST U.S.,VEGETABLES,CORN-SWEET,each,170,0.4,0.33,0.5
311,1/25/2019,SOUTHWEST U.S.,VEGETABLES,CUCUMBERS,each,997,1.07,0.25,1.5
303,1/25/2019,SOUTHWEST U.S.,VEGETABLES,CAULIFLOWER,per pound,197,1.0,0.69,1.99
312,1/25/2019,SOUTHWEST U.S.,VEGETABLES,CUCUMBERS,each,11,0.99,0.99,0.99
314,1/25/2019,SOUTHWEST U.S.,VEGETABLES,EGGPLANT,each,147,0.98,0.98,0.99
315,1/25/2019,SOUTHWEST U.S.,VEGETABLES,EGGPLANT,per pound,7,0.5,0.5,0.5
316,1/25/2019,SOUTHWEST U.S.,VEGETABLES,GARLIC,per sleeve,156,1.02,0.59,1.29
317,1/25/2019,SOUTHWEST U.S.,VEGETABLES,KALE GREENS,per bunch,380,0.99,0.99,0.99
318,1/25/2019,SOUTHWEST U.S.,VEGETABLES,KALE GREENS,per bunch,48,2.1,0.99,2.79
319,1/25/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, BOSTON",each,8,1.99,1.99,1.99
320,1/25/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, GREEN LEAF",each,27,1.14,0.5,1.99
321,1/25/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, ICEBERG",each,680,0.98,0.89,0.99
313,1/25/2019,SOUTHWEST U.S.,VEGETABLES,CUCUMBERS,each,108,0.86,0.5,0.88
322,1/25/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, RED LEAF",each,27,1.14,0.5,1.99
302,1/25/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,1 lb bag,454,1.53,1.15,2.5
300,1/25/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,per bunch,164,1.13,0.98,2.69
282,1/25/2019,SOUTHWEST U.S.,VEGETABLES,ARTICHOKES,each,260,3.0,3.0,3.0
367,1/25/2019,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, PLUM TYPE",per pound,4,1.99,1.99,1.99
284,1/25/2019,SOUTHWEST U.S.,VEGETABLES,BEANS,per pound,169,1.27,0.79,1.99
285,1/25/2019,SOUTHWEST U.S.,VEGETABLES,BEANS,per pound,152,2.99,2.99,2.99
286,1/25/2019,SOUTHWEST U.S.,VEGETABLES,BEETS,per bunch,64,1.1,0.99,1.49
287,1/25/2019,SOUTHWEST U.S.,VEGETABLES,BEETS,per pound,50,0.48,0.33,0.5
288,1/25/2019,SOUTHWEST U.S.,VEGETABLES,BEETS,per bunch,371,1.59,0.98,1.99
289,1/25/2019,SOUTHWEST U.S.,VEGETABLES,BROCCOLI,per bunch,260,2.99,2.99,2.99
301,1/25/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,1 lb bag,700,1.11,0.89,1.5
290,1/25/2019,SOUTHWEST U.S.,VEGETABLES,BROCCOLI,per pound,42,1.69,1.69,1.69
292,1/25/2019,SOUTHWEST U.S.,VEGETABLES,BROCCOLI,per pound,175,1.61,0.99,2.99
293,1/25/2019,SOUTHWEST U.S.,VEGETABLES,BROCCOLI,per pound,41,1.99,1.99,1.99
294,1/25/2019,SOUTHWEST U.S.,VEGETABLES,BRUSSELS SPROUTS,per pound,206,1.27,0.98,1.99
295,1/25/2019,SOUTHWEST U.S.,VEGETABLES,CABBAGE,per pound,9,0.79,0.79,0.79
296,1/25/2019,SOUTHWEST U.S.,VEGETABLES,CACTUS LEAF (NOPALES),per pound,20,1.14,0.33,1.99
297,1/25/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,1 lb bag,172,0.4,0.33,0.5
298,1/25/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,2 lb bag,18,0.68,0.5,0.79
299,1/25/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,per pound,149,0.36,0.25,0.79
291,1/25/2019,SOUTHWEST U.S.,VEGETABLES,BROCCOLI,per bunch,17,1.99,1.99,1.99
323,1/25/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, ROMAINE",each,37,1.24,0.5,1.99
283,1/25/2019,SOUTHWEST U.S.,VEGETABLES,ASPARAGUS,per pound,159,2.44,1.99,3.99
325,1/25/2019,SOUTHWEST U.S.,VEGETABLES,MUSHROOMS,per pound,8,5.99,5.99,5.99
349,1/25/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,19,0.5,0.5,0.5
350,1/25/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,51,0.38,0.33,0.99
351,1/25/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,14,0.5,0.5,0.5
352,1/25/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,5,0.79,0.79,0.79
353,1/25/2019,SOUTHWEST U.S.,VEGETABLES,SWEET POTATOES,per pound,470,0.86,0.25,1.18
